student_id,age_at_enrollment,gender,race_ethnicity,first_gen_status,income_bracket,state,enrollment_year,program_type,institution_type
STU005067,22,Female,White,True,Middle,IA,2018,Bachelor,Community College
STU005068,27,Female,Black,True,Middle,FL,2020,Bachelor,4-Year Public
STU005069,23,Male,Hispanic,True,High,AL,2018,Bootcamp,4-Year Public
STU005070,17,Female,White,True,High,MT,2021,Associate,4-Year Public
STU005071,23,Male,Black,False,Low,AK,2020,Associate,Community College
STU005072,30,Female,White,False,High,IN,2021,Associate,4-Year Private
STU005073,30,Male,White,True,High,ND,2019,Bachelor,4-Year Public
STU005074,24,Male,Other,False,Middle,MI,2018,Associate,Community College
STU005075,32,Male,White,False,High,SC,2022,Associate,4-Year Private
STU005076,26,Female,White,False,Middle,MP,2019,Bootcamp,4-Year Public
STU005077,20,Female,White,True,High,UT,2022,Bachelor,4-Year Public
STU005078,21,Female,Black,False,Middle,FM,2021,Bachelor,4-Year Public
STU005079,19,Female,White,True,Middle,AL,2021,Certificate,Workforce Program
STU005080,29,Female,White,False,High,MA,2019,Bachelor,Workforce Program
STU005081,32,Male,Hispanic,True,Low,AL,2020,Associate,4-Year Public
STU005082,18,Female,Asian,False,Middle,WV,2021,Bootcamp,Community College
STU005083,28,Male,White,True,Low,TN,2021,Bootcamp,4-Year Public
STU005084,23,Female,Hispanic,True,High,MS,2022,Associate,4-Year Private
STU005085,27,Female,Hispanic,True,Middle,PR,2022,Associate,4-Year Public
STU005086,29,Female,Other,False,High,WA,2018,Bachelor,Community College
STU005087,17,Male,White,False,Middle,VA,2021,Bachelor,Community College
STU005088,30,Male,Black,True,Middle,ME,2021,Bootcamp,Community College
STU005089,23,Male,White,False,Middle,CT,2021,Bootcamp,4-Year Private
STU005090,21,Male,Hispanic,False,Low,IL,2022,Certificate,4-Year Private
STU005091,29,Female,White,False,High,NC,2022,Bachelor,Community College
STU005092,28,Male,White,False,High,IA,2020,Bootcamp,Community College
STU005093,27,Female,White,False,High,MT,2021,Certificate,4-Year Private
STU005094,18,Male,Black,False,High,NM,2018,Associate,Community College
STU005095,29,Female,Black,False,Middle,AR,2022,Certificate,Community College
STU005096,17,Male,Black,False,Low,FL,2021,Bachelor,4-Year Public
STU005097,19,Male,Asian,True,Middle,VT,2020,Bachelor,4-Year Private
STU005098,22,Male,White,True,Low,KY,2019,Bachelor,4-Year Public
STU005099,25,Female,White,False,Middle,CO,2018,Bachelor,Community College
STU005100,23,Male,Other,True,Middle,AZ,2020,Certificate,4-Year Public
STU005101,31,Female,White,True,High,PW,2020,Associate,4-Year Private
STU005102,31,Male,White,False,Low,IN,2018,Associate,Community College
STU005103,26,Male,Asian,False,Low,MH,2018,Associate,Community College
STU005104,22,Male,Asian,True,Middle,PR,2019,Bachelor,Community College
STU005105,20,Female,White,False,Middle,NC,2021,Associate,4-Year Private
STU005106,17,Male,White,False,Middle,MT,2021,Bachelor,4-Year Public
STU005107,29,Female,White,True,Middle,UT,2021,Certificate,4-Year Private
STU005108,21,Female,White,False,High,MH,2021,Certificate,Workforce Program
STU005109,17,Male,White,False,Middle,MN,2022,Certificate,Community College
STU005110,31,Male,White,True,Low,NH,2018,Associate,4-Year Public
STU005111,17,Female,White,False,Low,WA,2021,Bachelor,Workforce Program
STU005112,23,Female,White,False,Middle,CO,2022,Certificate,4-Year Public
STU005113,22,Female,Hispanic,False,Middle,OR,2022,Associate,4-Year Private
STU005114,25,Female,White,False,Low,CT,2021,Certificate,Workforce Program
STU005115,32,Female,White,False,High,NY,2018,Associate,Community College
STU005116,28,Male,White,False,Low,DC,2022,Associate,4-Year Private
STU005117,29,Male,Hispanic,True,Middle,SC,2020,Bootcamp,4-Year Private
STU005118,23,Female,Asian,False,Middle,GU,2020,Bachelor,Community College
STU005119,26,Female,White,True,High,MO,2022,Bachelor,4-Year Private
STU005120,28,Female,White,False,Middle,CA,2022,Bootcamp,Community College
STU005121,20,Female,Asian,True,Low,OR,2020,Certificate,4-Year Public
STU005122,32,Male,Other,False,Middle,OK,2019,Bootcamp,4-Year Private
STU005123,31,Male,Hispanic,False,Low,AR,2020,Bootcamp,Community College
STU005124,27,Female,Asian,True,Middle,NE,2020,Bachelor,Workforce Program
STU005125,29,Male,Other,False,Low,TN,2020,Associate,4-Year Public
STU005126,19,Male,White,False,Middle,DC,2020,Bachelor,Community College
STU005127,27,Non-binary,Hispanic,True,Middle,IA,2019,Associate,4-Year Public
STU005128,25,Female,Hispanic,False,Middle,LA,2019,Certificate,Community College
STU005129,32,Female,Asian,True,Low,KS,2018,Certificate,Community College
STU005130,30,Female,Black,False,High,PR,2021,Bootcamp,4-Year Private
STU005131,31,Non-binary,White,True,Low,MD,2020,Bachelor,Community College
STU005132,25,Male,White,False,Low,AS,2021,Bachelor,Workforce Program
STU005133,27,Male,White,False,Middle,MO,2018,Bootcamp,4-Year Private
STU005134,22,Female,White,False,Middle,UT,2021,Bachelor,4-Year Public
STU005135,22,Female,Black,False,High,MP,2018,Bachelor,Workforce Program
STU005136,25,Male,White,True,Middle,WA,2018,Bachelor,4-Year Private
STU005137,27,Female,White,False,Middle,MD,2022,Certificate,Community College
STU005138,23,Male,White,True,Middle,MD,2021,Associate,4-Year Public
STU005139,29,Male,White,False,High,NV,2021,Certificate,4-Year Private
STU005140,32,Male,White,False,Low,KY,2019,Associate,4-Year Private
STU005141,25,Male,Asian,False,High,IN,2020,Bachelor,4-Year Public
STU005142,18,Male,White,True,Low,CA,2018,Bachelor,Community College
STU005143,18,Male,White,True,High,ID,2018,Bachelor,4-Year Private
STU005144,20,Female,White,False,High,DC,2018,Bootcamp,4-Year Public
STU005145,32,Female,Black,False,Middle,WI,2019,Bachelor,Community College
STU005146,20,Male,Black,False,Middle,WI,2020,Bachelor,4-Year Public
STU005147,20,Male,White,True,Middle,OR,2020,Bachelor,4-Year Public
STU005148,27,Male,White,True,High,CT,2019,Bachelor,4-Year Public
STU005149,17,Female,Black,False,Middle,FL,2018,Bachelor,Workforce Program
STU005150,19,Female,Other,False,High,CT,2018,Associate,4-Year Public
STU005151,26,Male,White,False,Middle,GA,2019,Associate,4-Year Public
STU005152,18,Female,White,False,High,NV,2019,Bootcamp,4-Year Public
STU005153,17,Female,White,True,High,NH,2019,Bachelor,4-Year Public
STU005154,26,Female,Hispanic,True,Middle,MD,2020,Certificate,4-Year Private
STU005155,17,Female,Hispanic,True,Middle,MT,2018,Bachelor,4-Year Public
STU005156,22,Male,Black,True,Middle,DE,2018,Bachelor,Community College
STU005157,21,Non-binary,White,True,Low,ND,2020,Bachelor,4-Year Public
STU005158,23,Female,White,True,Middle,MI,2022,Associate,4-Year Public
STU005159,26,Female,Black,False,Low,WI,2019,Bootcamp,4-Year Public
STU005160,24,Female,Hispanic,False,Low,IL,2021,Bachelor,Workforce Program
STU005161,19,Female,Asian,True,High,NV,2020,Bachelor,Community College
STU005162,17,Female,White,True,Middle,ME,2021,Certificate,4-Year Private
STU005163,25,Male,Black,True,High,NH,2019,Associate,4-Year Public
STU005164,32,Female,Hispanic,True,Middle,KS,2022,Certificate,Workforce Program
STU005165,31,Male,White,False,Middle,PR,2021,Associate,4-Year Public
STU005166,26,Male,Asian,False,Low,DE,2018,Bootcamp,Workforce Program
STU005167,21,Female,Other,True,High,CO,2022,Bachelor,Community College
STU005168,18,Male,Hispanic,False,Low,GA,2018,Certificate,4-Year Private
STU005169,19,Female,White,True,Middle,AS,2018,Bootcamp,Community College
STU005170,31,Female,Hispanic,False,Middle,TX,2019,Certificate,4-Year Public
STU005171,26,Female,White,False,Low,ME,2019,Associate,Workforce Program
STU005172,22,Male,Hispanic,False,Low,GU,2022,Bachelor,Community College
STU005173,25,Male,Hispanic,True,Middle,VT,2022,Certificate,Community College
STU005174,17,Male,White,False,Low,UT,2022,Bachelor,4-Year Public
STU005175,24,Female,White,True,Low,PA,2020,Bootcamp,4-Year Public
STU005176,30,Male,Hispanic,False,Low,AZ,2019,Bootcamp,Workforce Program
STU005177,30,Female,White,True,Middle,IL,2022,Bachelor,Community College
STU005178,18,Female,Hispanic,True,High,MP,2020,Bachelor,4-Year Public
STU005179,20,Male,Asian,False,High,PR,2022,Bachelor,Community College
STU005180,17,Female,White,True,High,MD,2018,Bachelor,Community College
STU005181,26,Male,Black,True,Middle,FL,2021,Associate,4-Year Private
STU005182,23,Male,Other,False,Middle,CO,2019,Bootcamp,Community College
STU005183,22,Female,Black,True,High,VT,2020,Associate,Community College
STU005184,27,Male,White,True,Middle,IA,2021,Bachelor,4-Year Private
STU005185,25,Female,White,True,High,MI,2020,Bachelor,Community College
STU005186,17,Male,White,True,Middle,MO,2022,Associate,4-Year Public
STU005187,30,Female,White,True,High,NY,2021,Bootcamp,Community College
STU005188,20,Female,Hispanic,False,Middle,AR,2019,Associate,4-Year Private
STU005189,21,Male,White,True,Low,TX,2022,Certificate,Community College
STU005190,26,Male,White,False,Low,ME,2021,Bachelor,Community College
STU005191,22,Non-binary,White,True,High,KS,2021,Associate,Community College
STU005192,20,Male,Black,True,Middle,GU,2022,Bachelor,4-Year Public
STU005193,31,Male,White,False,High,HI,2020,Certificate,4-Year Private
STU005194,29,Female,Hispanic,True,Middle,AK,2020,Associate,4-Year Public
STU005195,18,Male,Hispanic,False,High,MO,2021,Certificate,4-Year Private
STU005196,22,Female,Hispanic,False,Middle,PR,2019,Bachelor,4-Year Private
STU005197,32,Male,Black,False,Middle,NV,2021,Bootcamp,4-Year Public
STU005198,26,Male,White,True,Middle,OH,2022,Certificate,4-Year Public
STU005199,27,Female,Other,True,Low,WA,2020,Bachelor,4-Year Private
STU005200,23,Male,Black,True,Low,OH,2019,Bachelor,Community College
STU005201,21,Female,White,False,Middle,IA,2020,Associate,4-Year Private
STU005202,31,Female,Black,True,High,CT,2018,Bachelor,Community College
STU005203,19,Female,Hispanic,False,High,NH,2019,Bootcamp,Community College
STU005204,18,Male,Other,True,Low,CT,2022,Bachelor,Community College
STU005205,17,Male,White,False,Middle,AS,2022,Bachelor,Workforce Program
STU005206,24,Male,White,True,Low,WY,2018,Bachelor,Community College
STU005207,18,Female,White,False,Low,DC,2021,Certificate,4-Year Public
STU005208,17,Female,Hispanic,True,Middle,DE,2022,Bachelor,4-Year Public
STU005209,28,Female,White,False,High,AL,2020,Associate,Community College
STU005210,18,Male,White,False,Middle,AR,2020,Associate,Workforce Program
STU005211,28,Male,White,False,High,MP,2018,Associate,4-Year Private
STU005212,27,Male,White,False,Middle,WI,2018,Bachelor,Community College
STU005213,17,Non-binary,White,False,Middle,IN,2022,Bootcamp,4-Year Public
STU005214,28,Male,Black,False,Low,DC,2019,Certificate,4-Year Private
STU005215,24,Female,White,False,Low,ID,2020,Bachelor,4-Year Public
STU005216,27,Male,White,False,High,GU,2022,Bachelor,Community College
STU005217,19,Male,Black,False,Middle,MO,2020,Bachelor,Community College
STU005218,28,Non-binary,White,False,Middle,MN,2021,Certificate,Community College
STU005219,23,Male,White,True,Middle,TX,2022,Bachelor,4-Year Public
STU005220,24,Female,White,False,Low,SC,2018,Bachelor,4-Year Public
STU005221,31,Female,Other,False,Middle,SD,2019,Bachelor,4-Year Public
STU005222,29,Female,Black,False,High,CO,2020,Associate,4-Year Private
STU005223,20,Male,White,False,Low,OR,2020,Certificate,Community College
STU005224,29,Female,White,True,Middle,OR,2019,Bachelor,4-Year Public
STU005225,29,Female,Asian,True,Middle,KS,2020,Associate,4-Year Public
STU005226,19,Female,White,True,Low,PW,2019,Associate,4-Year Public
STU005227,17,Male,Black,True,Low,GU,2020,Associate,4-Year Public
STU005228,17,Female,White,False,Middle,CA,2021,Certificate,4-Year Private
STU005229,25,Female,White,False,Low,AK,2018,Bachelor,4-Year Public
STU005230,18,Female,White,True,Low,CA,2018,Bootcamp,Workforce Program
STU005231,30,Female,White,False,High,ID,2020,Certificate,4-Year Private
STU005232,20,Female,Other,False,Middle,MH,2019,Associate,Workforce Program
STU005233,27,Male,White,False,High,SD,2020,Bootcamp,Workforce Program
STU005234,20,Non-binary,White,True,Low,NV,2020,Certificate,Workforce Program
STU005235,30,Female,Black,False,Middle,AS,2022,Certificate,4-Year Private
STU005236,26,Male,White,False,Middle,DC,2020,Bachelor,Workforce Program
STU005237,23,Male,Hispanic,True,Middle,CO,2019,Certificate,4-Year Public
STU005238,28,Male,Asian,False,High,MH,2019,Bachelor,Community College
STU005239,29,Male,Hispanic,False,Middle,PR,2019,Certificate,Community College
STU005240,31,Male,Hispanic,True,Low,MP,2022,Certificate,4-Year Public
STU005241,19,Female,Hispanic,True,High,AS,2022,Bootcamp,Community College
STU005242,23,Female,White,True,High,MA,2020,Bachelor,Workforce Program
STU005243,31,Female,White,False,High,DE,2019,Bachelor,Workforce Program
STU005244,20,Non-binary,Hispanic,True,Middle,AZ,2019,Associate,Community College
STU005245,27,Female,White,True,Low,NH,2022,Certificate,4-Year Public
STU005246,30,Female,Other,True,Low,AR,2020,Bachelor,Workforce Program
STU005247,18,Female,Asian,True,Middle,GA,2021,Certificate,Community College
STU005248,23,Male,Hispanic,True,Middle,OK,2021,Bachelor,4-Year Public
STU005249,31,Male,Asian,False,Middle,NE,2018,Associate,4-Year Private
STU005250,17,Male,White,True,Low,GU,2021,Bachelor,Community College
STU005251,29,Female,Black,False,Middle,VA,2020,Associate,Community College
STU005252,32,Male,White,False,Low,MO,2020,Associate,4-Year Private
STU005253,25,Female,White,False,Middle,NM,2020,Bachelor,4-Year Public
STU005254,24,Female,White,True,Low,AK,2020,Bootcamp,Workforce Program
STU005255,19,Male,White,False,Low,MS,2021,Associate,4-Year Private
STU005256,26,Female,Hispanic,False,Middle,TX,2019,Bachelor,4-Year Private
STU005257,24,Female,Asian,False,Middle,NE,2022,Bootcamp,Community College
STU005258,19,Female,White,False,Middle,HI,2022,Certificate,Community College
STU005259,23,Female,White,False,Middle,MI,2020,Bachelor,4-Year Private
STU005260,31,Male,White,False,High,IL,2018,Bachelor,Community College
STU005261,25,Female,Black,True,Low,PW,2020,Bootcamp,4-Year Public
STU005262,28,Non-binary,White,False,Low,HI,2018,Bootcamp,Community College
STU005263,19,Female,White,True,High,KY,2022,Associate,Community College
STU005264,24,Male,Black,False,Low,KY,2021,Bachelor,Community College
STU005265,31,Male,Hispanic,False,Middle,NV,2022,Bachelor,Community College
STU005266,30,Female,Hispanic,True,Middle,FM,2020,Associate,4-Year Public
STU005267,23,Male,Other,False,Low,FL,2020,Associate,4-Year Private
STU005268,23,Male,White,False,Middle,AZ,2022,Bachelor,4-Year Public
STU005269,19,Male,White,True,Low,RI,2020,Bootcamp,Community College
STU005270,20,Female,Other,False,Low,RI,2018,Bachelor,4-Year Private
STU005271,25,Male,White,True,Middle,RI,2021,Bachelor,4-Year Public
STU005272,29,Female,Other,False,Low,IA,2021,Bootcamp,Community College
STU005273,31,Male,Hispanic,True,Low,SD,2018,Associate,4-Year Public
STU005274,27,Female,White,False,Middle,LA,2021,Bachelor,4-Year Public
STU005275,17,Female,White,False,Middle,NM,2021,Bootcamp,4-Year Public
STU005276,25,Male,White,False,High,MT,2020,Bootcamp,4-Year Public
STU005277,23,Female,Other,True,Low,FM,2022,Bootcamp,4-Year Public
STU005278,25,Male,White,True,Low,OH,2020,Bachelor,4-Year Public
STU005279,18,Male,White,False,Low,NJ,2020,Bootcamp,4-Year Public
STU005280,18,Female,Black,True,Middle,AR,2019,Associate,4-Year Public
STU005281,31,Female,Hispanic,False,Middle,CO,2019,Associate,4-Year Private
STU005282,22,Female,White,False,Middle,KY,2020,Bachelor,4-Year Private
STU005283,29,Female,White,True,Low,MS,2021,Bachelor,Community College
STU005284,30,Male,White,False,Middle,DC,2021,Bachelor,Workforce Program
STU005285,22,Female,Hispanic,False,Middle,MT,2022,Bachelor,Community College
STU005286,24,Female,Black,True,Low,ID,2019,Bachelor,4-Year Private
STU005287,26,Male,White,True,Middle,SD,2022,Bachelor,4-Year Private
STU005288,23,Male,White,True,Middle,FM,2020,Bachelor,Workforce Program
STU005289,24,Female,White,True,Low,AS,2018,Bachelor,Community College
STU005290,32,Female,Hispanic,False,High,NC,2019,Certificate,Workforce Program
STU005291,29,Non-binary,White,False,Middle,IA,2018,Associate,Community College
STU005292,20,Female,Asian,True,Low,SC,2020,Bachelor,4-Year Public
STU005293,21,Male,Hispanic,True,Low,AS,2019,Associate,4-Year Public
STU005294,21,Female,Asian,True,Low,ND,2019,Associate,Workforce Program
STU005295,28,Female,Asian,False,High,WY,2020,Bachelor,4-Year Public
STU005296,27,Female,Hispanic,False,Middle,AK,2022,Bachelor,4-Year Public
STU005297,23,Male,Black,False,High,MS,2019,Associate,4-Year Private
STU005298,18,Female,Other,False,Middle,WY,2018,Bachelor,4-Year Public
STU005299,18,Male,White,False,Low,VT,2021,Bachelor,4-Year Public
STU005300,32,Male,White,True,Middle,MI,2018,Bachelor,4-Year Public
STU005301,22,Female,Hispanic,False,Middle,NJ,2022,Associate,Community College
STU005302,17,Female,White,False,Low,ND,2019,Bachelor,Community College
STU005303,19,Female,Black,False,Low,WY,2022,Certificate,4-Year Private
STU005304,31,Male,Hispanic,False,High,NM,2021,Associate,Workforce Program
STU005305,17,Male,Hispanic,True,Low,MI,2022,Bachelor,Community College
STU005306,25,Female,Other,True,Low,PW,2018,Associate,Community College
STU005307,18,Female,Hispanic,False,High,OK,2022,Bachelor,Workforce Program
STU005308,26,Female,White,False,Middle,NY,2021,Bachelor,4-Year Public
STU005309,18,Female,White,False,Middle,MD,2020,Associate,4-Year Private
STU005310,27,Male,White,False,High,MS,2021,Bachelor,Community College
STU005311,17,Male,Asian,False,High,KY,2021,Bachelor,Community College
STU005312,26,Male,White,True,Middle,HI,2020,Bachelor,Community College
STU005313,20,Female,White,False,Middle,AK,2019,Certificate,Workforce Program
STU005314,26,Male,White,False,Middle,MD,2022,Associate,Workforce Program
STU005315,26,Female,White,False,Middle,PA,2022,Bachelor,Community College
STU005316,22,Female,Black,False,Low,IN,2018,Bootcamp,Workforce Program
STU005317,17,Male,White,False,High,AK,2021,Bootcamp,Community College
STU005318,31,Male,White,False,Middle,MH,2019,Bootcamp,Community College
STU005319,20,Female,Hispanic,False,High,AS,2019,Bachelor,Community College
STU005320,27,Female,White,True,Low,WI,2021,Bachelor,4-Year Public
STU005321,27,Male,Hispanic,False,Low,KY,2018,Bachelor,Community College
STU005322,19,Male,White,True,Low,AR,2018,Associate,4-Year Private
STU005323,30,Male,Hispanic,True,High,AS,2022,Associate,Community College
STU005324,30,Male,White,True,Middle,NJ,2020,Associate,Community College
STU005325,28,Male,White,False,Low,NC,2022,Certificate,Community College
STU005326,18,Female,Asian,False,Low,MI,2018,Bachelor,Workforce Program
STU005327,32,Female,Hispanic,False,Low,WI,2020,Bootcamp,4-Year Private
STU005328,28,Female,Hispanic,False,Middle,OR,2021,Certificate,4-Year Private
STU005329,26,Female,Asian,True,Middle,IN,2020,Bachelor,4-Year Private
STU005330,30,Female,White,False,Middle,GA,2019,Bachelor,4-Year Public
STU005331,28,Female,Asian,False,Low,CT,2019,Bachelor,4-Year Private
STU005332,28,Female,Asian,False,Low,IA,2020,Bachelor,4-Year Public
STU005333,24,Male,White,False,Middle,TN,2022,Associate,Workforce Program
STU005334,26,Male,White,True,Low,IA,2019,Bachelor,Community College
STU005335,20,Male,Black,False,High,KY,2020,Bachelor,4-Year Public
STU005336,31,Male,Hispanic,False,Low,ND,2021,Bachelor,4-Year Private
STU005337,26,Female,Hispanic,False,Low,GU,2020,Bachelor,Community College
STU005338,26,Male,Asian,False,Low,WY,2020,Certificate,4-Year Private
STU005339,21,Male,Black,False,Middle,PW,2021,Bachelor,Community College
STU005340,25,Non-binary,White,True,Low,WA,2022,Certificate,Community College
STU005341,30,Female,White,False,Middle,AR,2021,Bachelor,Workforce Program
STU005342,20,Male,Black,False,Middle,WV,2020,Bachelor,4-Year Private
STU005343,18,Female,White,False,High,IN,2019,Associate,Community College
STU005344,19,Male,White,False,Middle,OK,2021,Associate,4-Year Private
STU005345,19,Female,Hispanic,True,Middle,PR,2018,Bachelor,Workforce Program
STU005346,20,Male,Black,False,Middle,AS,2021,Bachelor,4-Year Private
STU005347,27,Non-binary,White,True,Low,MS,2019,Bootcamp,4-Year Private
STU005348,23,Female,White,True,Low,MI,2020,Bachelor,4-Year Public
STU005349,20,Male,White,True,Middle,MP,2018,Bachelor,Community College
STU005350,22,Female,Hispanic,False,Middle,PR,2018,Bootcamp,4-Year Private
STU005351,29,Female,Black,False,Middle,HI,2019,Bachelor,Workforce Program
STU005352,18,Male,White,False,Low,HI,2018,Bachelor,Workforce Program
STU005353,24,Male,Black,False,Low,IA,2018,Bachelor,Community College
STU005354,22,Female,White,False,Low,OR,2019,Bootcamp,4-Year Private
STU005355,28,Female,White,True,Middle,MD,2020,Bachelor,Community College
STU005356,23,Female,Asian,False,Middle,AS,2020,Bachelor,4-Year Public
STU005357,20,Female,White,False,Low,WA,2019,Associate,Community College
STU005358,30,Male,Black,True,Middle,UT,2022,Bachelor,Workforce Program
STU005359,30,Male,White,False,High,MI,2019,Associate,Workforce Program
STU005360,21,Female,Hispanic,False,Middle,PW,2018,Bachelor,Community College
STU005361,26,Female,White,False,Low,OR,2019,Bachelor,4-Year Public
STU005362,28,Female,Asian,True,Low,AK,2018,Associate,4-Year Public
STU005363,21,Female,White,True,Low,VT,2021,Bachelor,4-Year Public
STU005364,27,Male,Hispanic,False,High,UT,2022,Certificate,4-Year Private
STU005365,27,Male,White,True,Middle,MI,2020,Bootcamp,4-Year Public
STU005366,27,Male,Hispanic,True,Low,OK,2020,Associate,4-Year Private
STU005367,30,Female,White,False,High,OK,2019,Certificate,Community College
STU005368,28,Male,White,True,Middle,FL,2019,Bachelor,Workforce Program
STU005369,19,Female,Hispanic,True,Low,OK,2022,Bachelor,Workforce Program
STU005370,22,Male,Hispanic,True,High,ID,2018,Bootcamp,Community College
STU005371,18,Male,White,False,Low,MP,2021,Bootcamp,Workforce Program
STU005372,29,Male,White,False,Low,AS,2021,Associate,Community College
STU005373,22,Male,White,False,Low,FM,2021,Bachelor,Community College
STU005374,25,Male,White,False,Low,NM,2018,Bachelor,4-Year Private
STU005375,25,Male,Other,False,Middle,ND,2021,Bachelor,Community College
STU005376,23,Female,Other,False,Low,ME,2020,Bootcamp,4-Year Private
STU005377,23,Female,White,True,High,HI,2021,Associate,4-Year Private
STU005378,28,Female,White,False,Low,NM,2022,Certificate,4-Year Public
STU005379,21,Female,White,False,Middle,AZ,2021,Bachelor,4-Year Private
STU005380,31,Male,White,False,Low,CO,2022,Certificate,4-Year Public
STU005381,26,Female,White,False,Low,AR,2018,Associate,Community College
STU005382,29,Female,Black,True,Middle,IN,2020,Bachelor,4-Year Private
STU005383,25,Female,Black,False,Middle,PA,2019,Associate,Community College
STU005384,31,Female,Black,False,Low,IN,2022,Bachelor,4-Year Public
STU005385,26,Female,White,False,Low,AK,2018,Certificate,4-Year Private
STU005386,24,Female,Other,False,Low,NC,2019,Certificate,4-Year Public
STU005387,31,Female,Other,True,Middle,NJ,2019,Associate,Workforce Program
STU005388,17,Female,White,True,Middle,AL,2022,Associate,Community College
STU005389,22,Female,Hispanic,False,Low,MA,2019,Certificate,4-Year Public
STU005390,29,Female,Hispanic,True,High,PW,2019,Bachelor,4-Year Public
STU005391,18,Female,Black,True,Middle,RI,2022,Certificate,Workforce Program
STU005392,24,Female,Hispanic,False,Low,ID,2021,Bachelor,4-Year Public
STU005393,18,Female,Other,False,High,AS,2020,Certificate,4-Year Private
STU005394,27,Male,Asian,True,Middle,DC,2021,Associate,4-Year Public
STU005395,31,Female,Asian,True,Low,MA,2019,Bootcamp,Community College
STU005396,21,Female,Hispanic,True,Middle,VT,2021,Bootcamp,4-Year Public
STU005397,26,Male,Other,True,Low,HI,2021,Associate,Workforce Program
STU005398,18,Male,White,False,Low,PW,2020,Bachelor,4-Year Public
STU005399,24,Female,Hispanic,True,Middle,AS,2021,Associate,4-Year Public
STU005400,24,Female,Other,False,Low,PR,2020,Bachelor,4-Year Private
STU005401,21,Male,Black,True,Middle,VI,2022,Bachelor,Community College
STU005402,21,Female,White,True,Middle,MD,2018,Bachelor,4-Year Private
STU005403,30,Male,White,True,Middle,AR,2022,Bachelor,Workforce Program
STU005404,31,Male,Asian,False,Middle,AK,2020,Bachelor,Community College
STU005405,19,Male,Black,False,Middle,FL,2020,Associate,Community College
STU005406,25,Male,Black,False,Low,OR,2022,Certificate,Community College
STU005407,29,Male,White,True,High,VT,2021,Bachelor,4-Year Private
STU005408,24,Female,Black,False,Middle,PW,2020,Bachelor,Workforce Program
STU005409,24,Male,Asian,True,Middle,FL,2022,Certificate,Community College
STU005410,22,Female,White,False,Middle,WI,2018,Associate,Community College
STU005411,31,Female,Hispanic,True,High,DE,2022,Associate,Community College
STU005412,20,Female,White,True,Middle,PR,2019,Bachelor,Community College
STU005413,18,Male,White,True,High,NC,2021,Bachelor,Community College
STU005414,31,Male,Black,False,Low,VI,2019,Bootcamp,4-Year Public
STU005415,19,Male,White,False,Middle,MN,2019,Certificate,Community College
STU005416,19,Male,White,True,Low,CA,2019,Bootcamp,4-Year Private
STU005417,17,Female,White,False,High,MN,2018,Associate,Workforce Program
STU005418,24,Male,Black,False,Low,VT,2018,Associate,Community College
STU005419,28,Male,White,False,Middle,TN,2019,Bootcamp,Community College
STU005420,23,Female,Black,False,Low,MO,2018,Certificate,4-Year Public
STU005421,24,Female,White,True,High,OR,2019,Bachelor,Community College
STU005422,32,Male,Other,False,Middle,CT,2019,Bootcamp,4-Year Public
STU005423,24,Female,Asian,False,Middle,MA,2022,Associate,Community College
STU005424,18,Male,White,False,Low,ME,2019,Bootcamp,Community College
STU005425,27,Male,Other,False,Low,MD,2018,Associate,4-Year Public
STU005426,21,Female,White,True,Low,DC,2022,Bachelor,4-Year Public
STU005427,25,Male,White,False,Middle,GA,2021,Bachelor,4-Year Private
STU005428,20,Female,White,False,Middle,VA,2022,Bachelor,4-Year Public
STU005429,22,Female,Hispanic,False,Middle,NE,2018,Bootcamp,Community College
STU005430,30,Female,Hispanic,False,High,WY,2022,Associate,4-Year Public
STU005431,32,Male,Black,False,High,SC,2022,Bootcamp,Community College
STU005432,26,Female,Hispanic,True,Low,NM,2021,Bachelor,Community College
STU005433,30,Male,Other,False,Middle,SD,2021,Bootcamp,Workforce Program
STU005434,19,Female,White,False,Middle,MD,2021,Bachelor,4-Year Public
STU005435,19,Female,Asian,True,Low,HI,2019,Bootcamp,Community College
STU005436,26,Female,Black,True,Low,VT,2021,Bachelor,4-Year Public
STU005437,32,Non-binary,Hispanic,True,Middle,OH,2021,Associate,4-Year Private
STU005438,23,Female,Hispanic,True,Middle,UT,2020,Bachelor,4-Year Private
STU005439,19,Female,White,False,Middle,FM,2019,Certificate,4-Year Public
STU005440,24,Female,White,False,Low,RI,2022,Certificate,4-Year Private
STU005441,19,Male,Asian,False,Middle,WY,2020,Certificate,Community College
STU005442,31,Female,Hispanic,True,Middle,MI,2019,Bachelor,Community College
STU005443,25,Male,White,False,Low,IN,2022,Bachelor,4-Year Public
STU005444,29,Male,Black,False,High,TN,2019,Associate,4-Year Public
STU005445,25,Male,White,False,Middle,OR,2021,Bootcamp,Community College
STU005446,22,Female,Asian,False,Middle,GU,2018,Certificate,Community College
STU005447,25,Female,White,False,High,HI,2021,Bachelor,Community College
STU005448,31,Female,White,False,Middle,MS,2022,Associate,Community College
STU005449,24,Non-binary,White,True,Middle,ME,2022,Bachelor,Community College
STU005450,19,Male,Hispanic,False,Middle,VA,2021,Bachelor,4-Year Public
STU005451,26,Male,Hispanic,False,High,UT,2019,Associate,4-Year Private
STU005452,18,Female,White,False,High,LA,2019,Bachelor,4-Year Private
STU005453,25,Female,Black,True,Low,DC,2021,Associate,4-Year Private
