outcome_id,student_id,completed_program,completion_year,time_to_completion,employed_within_6mo,salary_range,pathway_achieved
OUT0002113,STU002113,True,2021.0,4.1,True,$30K-$60K,True
OUT0002114,STU002114,False,,,False,<$30K,False
OUT0002115,STU002115,True,2023.0,3.71,True,$30K-$60K,True
OUT0002116,STU002116,False,,,False,$30K-$60K,False
OUT0002117,STU002117,True,2024.0,3.75,True,$60K-$100K,True
OUT0002118,STU002118,False,,,True,<$30K,False
OUT0002119,STU002119,True,2025.0,3.28,True,$60K-$100K,True
OUT0002120,STU002120,True,2023.0,1.97,True,$30K-$60K,True
OUT0002121,STU002121,False,,,True,$30K-$60K,False
OUT0002122,STU002122,False,,,False,$30K-$60K,False
OUT0002123,STU002123,True,2025.0,1.58,True,<$30K,True
OUT0002124,STU002124,True,2024.0,2.75,True,$30K-$60K,True
OUT0002125,STU002125,False,,,True,<$30K,False
OUT0002126,STU002126,True,2025.0,5.07,False,$60K-$100K,False
OUT0002127,STU002127,True,2019.0,2.38,False,<$30K,False
OUT0002128,STU002128,False,,,False,<$30K,False
OUT0002129,STU002129,True,2021.0,4.82,False,$30K-$60K,False
OUT0002130,STU002130,True,2025.0,5.34,True,<$30K,True
OUT0002131,STU002131,False,,,True,<$30K,False
OUT0002132,STU002132,False,,,False,<$30K,False
OUT0002133,STU002133,False,,,False,<$30K,False
OUT0002134,STU002134,False,,,True,<$30K,False
OUT0002135,STU002135,False,,,False,<$30K,False
OUT0002136,STU002136,True,2021.0,4.39,True,$60K-$100K,True
OUT0002137,STU002137,False,,,False,<$30K,False
OUT0002138,STU002138,True,2023.0,5.26,True,$60K-$100K,True
OUT0002139,STU002139,True,2022.0,4.93,False,$30K-$60K,False
OUT0002140,STU002140,True,2022.0,4.83,True,$30K-$60K,True
OUT0002141,STU002141,False,,,False,<$30K,False
OUT0002142,STU002142,False,,,True,<$30K,False
OUT0002143,STU002143,False,,,False,<$30K,False
OUT0002144,STU002144,False,,,False,<$30K,False
OUT0002145,STU002145,True,2020.0,2.6,False,>$100K,False
OUT0002146,STU002146,True,2023.0,3.62,True,$30K-$60K,True
OUT0002147,STU002147,True,2027.0,3.74,False,<$30K,False
OUT0002148,STU002148,True,2022.0,5.19,True,$30K-$60K,True
OUT0002149,STU002149,True,2022.0,1.6,True,$60K-$100K,True
OUT0002150,STU002150,True,2026.0,1.84,False,$30K-$60K,False
OUT0002151,STU002151,True,2023.0,4.41,True,>$100K,True
OUT0002152,STU002152,False,,,False,$30K-$60K,False
OUT0002153,STU002153,False,,,True,<$30K,False
OUT0002154,STU002154,False,,,True,<$30K,False
OUT0002155,STU002155,False,,,False,$30K-$60K,False
OUT0002156,STU002156,True,2028.0,2.19,True,$60K-$100K,True
OUT0002157,STU002157,True,2022.0,3.4,False,$30K-$60K,False
OUT0002158,STU002158,False,,,True,<$30K,False
OUT0002159,STU002159,False,,,False,$30K-$60K,False
OUT0002160,STU002160,False,,,True,<$30K,False
OUT0002161,STU002161,False,,,False,<$30K,False
OUT0002162,STU002162,True,2018.0,2.57,False,$30K-$60K,False
OUT0002163,STU002163,True,2026.0,3.89,True,$60K-$100K,True
OUT0002164,STU002164,False,,,False,$30K-$60K,False
OUT0002165,STU002165,True,2020.0,2.31,True,>$100K,True
OUT0002166,STU002166,False,,,True,<$30K,False
OUT0002167,STU002167,False,,,False,<$30K,False
OUT0002168,STU002168,False,,,False,$30K-$60K,False
OUT0002169,STU002169,False,,,False,$30K-$60K,False
OUT0002170,STU002170,True,2022.0,4.83,True,>$100K,True
OUT0002171,STU002171,True,2019.0,1.58,False,$30K-$60K,False
OUT0002172,STU002172,True,2021.0,2.99,True,$30K-$60K,True
OUT0002173,STU002173,True,2019.0,3.52,False,<$30K,False
OUT0002174,STU002174,True,2022.0,2.21,True,$30K-$60K,True
OUT0002175,STU002175,False,,,False,$30K-$60K,False
OUT0002176,STU002176,True,2022.0,3.07,True,$30K-$60K,True
OUT0002177,STU002177,False,,,False,<$30K,False
OUT0002178,STU002178,True,2019.0,5.35,True,>$100K,True
OUT0002179,STU002179,True,2023.0,2.66,False,$60K-$100K,False
OUT0002180,STU002180,True,2020.0,1.82,False,<$30K,False
OUT0002181,STU002181,False,,,False,<$30K,False
OUT0002182,STU002182,True,2019.0,3.46,True,$30K-$60K,True
OUT0002183,STU002183,True,2023.0,2.76,False,$30K-$60K,False
OUT0002184,STU002184,False,,,False,$30K-$60K,False
OUT0002185,STU002185,True,2027.0,2.45,True,$60K-$100K,True
OUT0002186,STU002186,False,,,False,<$30K,False
OUT0002187,STU002187,False,,,True,<$30K,False
OUT0002188,STU002188,True,2025.0,4.86,True,$30K-$60K,True
OUT0002189,STU002189,True,2024.0,3.5,True,$30K-$60K,True
OUT0002190,STU002190,True,2021.0,4.6,False,$30K-$60K,False
OUT0002191,STU002191,True,2023.0,2.33,True,<$30K,True
OUT0002192,STU002192,False,,,True,$30K-$60K,False
OUT0002193,STU002193,True,2023.0,3.14,True,$30K-$60K,True
OUT0002194,STU002194,False,,,True,<$30K,False
OUT0002195,STU002195,True,2021.0,2.87,False,$60K-$100K,False
OUT0002196,STU002196,True,2023.0,2.98,False,$30K-$60K,False
OUT0002197,STU002197,True,2023.0,4.93,True,$60K-$100K,True
OUT0002198,STU002198,False,,,False,$30K-$60K,False
OUT0002199,STU002199,False,,,False,<$30K,False
OUT0002200,STU002200,True,2020.0,2.49,True,<$30K,True
OUT0002201,STU002201,True,2019.0,2.49,True,$30K-$60K,True
OUT0002202,STU002202,False,,,True,<$30K,False
OUT0002203,STU002203,False,,,True,$30K-$60K,False
OUT0002204,STU002204,True,2019.0,1.59,True,$60K-$100K,True
OUT0002205,STU002205,False,,,False,$30K-$60K,False
OUT0002206,STU002206,True,2023.0,2.0,True,<$30K,True
OUT0002207,STU002207,True,2024.0,3.37,True,$30K-$60K,True
OUT0002208,STU002208,False,,,False,<$30K,False
OUT0002209,STU002209,False,,,True,<$30K,False
OUT0002210,STU002210,True,2020.0,3.23,True,<$30K,True
OUT0002211,STU002211,True,2022.0,3.02,False,>$100K,False
OUT0002212,STU002212,True,2025.0,2.29,False,<$30K,False
OUT0002213,STU002213,True,2018.0,2.2,False,$30K-$60K,False
OUT0002214,STU002214,True,2018.0,5.37,True,$30K-$60K,True
OUT0002215,STU002215,True,2019.0,2.79,True,>$100K,True
OUT0002216,STU002216,True,2022.0,2.77,True,$30K-$60K,True
OUT0002217,STU002217,False,,,False,$30K-$60K,False
OUT0002218,STU002218,True,2027.0,3.85,False,<$30K,False
OUT0002219,STU002219,True,2020.0,1.97,False,$60K-$100K,False
OUT0002220,STU002220,False,,,False,<$30K,False
OUT0002221,STU002221,True,2020.0,5.04,True,>$100K,True
OUT0002222,STU002222,True,2025.0,3.68,False,$30K-$60K,False
OUT0002223,STU002223,True,2021.0,4.47,True,<$30K,True
OUT0002224,STU002224,False,,,True,$30K-$60K,False
OUT0002225,STU002225,True,2020.0,1.55,False,$30K-$60K,False
OUT0002226,STU002226,True,2021.0,2.65,True,$60K-$100K,True
OUT0002227,STU002227,False,,,False,<$30K,False
OUT0002228,STU002228,True,2024.0,2.77,False,$60K-$100K,False
OUT0002229,STU002229,True,2019.0,1.84,True,<$30K,True
OUT0002230,STU002230,False,,,False,<$30K,False
OUT0002231,STU002231,True,2018.0,1.88,False,$30K-$60K,False
OUT0002232,STU002232,True,2022.0,3.81,True,$30K-$60K,True
OUT0002233,STU002233,False,,,True,<$30K,False
OUT0002234,STU002234,True,2021.0,4.05,False,$30K-$60K,False
OUT0002235,STU002235,True,2023.0,4.58,True,<$30K,True
OUT0002236,STU002236,True,2024.0,4.54,False,$30K-$60K,False
OUT0002237,STU002237,False,,,False,$30K-$60K,False
OUT0002238,STU002238,True,2023.0,3.5,False,$30K-$60K,False
OUT0002239,STU002239,False,,,True,$30K-$60K,False
OUT0002240,STU002240,False,,,False,$30K-$60K,False
OUT0002241,STU002241,True,2024.0,4.83,False,<$30K,False
OUT0002242,STU002242,True,2022.0,3.67,False,<$30K,False
OUT0002243,STU002243,False,,,False,<$30K,False
OUT0002244,STU002244,True,2025.0,3.77,False,$30K-$60K,False
OUT0002245,STU002245,True,2019.0,4.37,False,$30K-$60K,False
OUT0002246,STU002246,True,2019.0,3.13,True,$60K-$100K,True
OUT0002247,STU002247,False,,,False,<$30K,False
OUT0002248,STU002248,True,2022.0,2.01,True,$30K-$60K,True
OUT0002249,STU002249,True,2022.0,3.5,True,$60K-$100K,True
OUT0002250,STU002250,True,2027.0,3.51,True,$30K-$60K,True
OUT0002251,STU002251,False,,,True,$30K-$60K,False
OUT0002252,STU002252,False,,,True,<$30K,False
OUT0002253,STU002253,False,,,True,$30K-$60K,False
OUT0002254,STU002254,False,,,False,<$30K,False
OUT0002255,STU002255,False,,,True,<$30K,False
OUT0002256,STU002256,True,2019.0,3.21,False,$60K-$100K,False
OUT0002257,STU002257,False,,,False,<$30K,False
OUT0002258,STU002258,True,2023.0,1.99,True,$60K-$100K,True
OUT0002259,STU002259,True,2025.0,5.13,True,$30K-$60K,True
OUT0002260,STU002260,False,,,True,$30K-$60K,False
OUT0002261,STU002261,True,2024.0,2.01,False,$30K-$60K,False
OUT0002262,STU002262,True,2022.0,2.48,False,$60K-$100K,False
OUT0002263,STU002263,True,2021.0,2.06,True,$60K-$100K,True
OUT0002264,STU002264,False,,,False,<$30K,False
OUT0002265,STU002265,False,,,False,$30K-$60K,False
OUT0002266,STU002266,False,,,True,<$30K,False
OUT0002267,STU002267,False,,,True,$30K-$60K,False
OUT0002268,STU002268,False,,,True,<$30K,False
OUT0002269,STU002269,False,,,False,<$30K,False
OUT0002270,STU002270,True,2022.0,4.55,True,$60K-$100K,True
OUT0002271,STU002271,False,,,False,<$30K,False
OUT0002272,STU002272,False,,,False,$30K-$60K,False
OUT0002273,STU002273,False,,,False,<$30K,False
OUT0002274,STU002274,False,,,False,<$30K,False
OUT0002275,STU002275,False,,,False,<$30K,False
OUT0002276,STU002276,False,,,False,<$30K,False
OUT0002277,STU002277,True,2021.0,2.94,True,$30K-$60K,True
OUT0002278,STU002278,False,,,False,$30K-$60K,False
OUT0002279,STU002279,True,2020.0,4.63,True,<$30K,True
OUT0002280,STU002280,False,,,False,$30K-$60K,False
OUT0002281,STU002281,True,2022.0,1.64,True,$60K-$100K,True
OUT0002282,STU002282,True,2020.0,3.09,False,<$30K,False
OUT0002283,STU002283,True,2021.0,1.69,True,$30K-$60K,True
OUT0002284,STU002284,False,,,False,<$30K,False
OUT0002285,STU002285,False,,,False,<$30K,False
OUT0002286,STU002286,True,2023.0,3.49,False,$60K-$100K,False
OUT0002287,STU002287,True,2022.0,3.37,True,<$30K,True
OUT0002288,STU002288,True,2024.0,4.51,False,$30K-$60K,False
OUT0002289,STU002289,True,2019.0,4.83,True,$60K-$100K,True
OUT0002290,STU002290,False,,,False,<$30K,False
OUT0002291,STU002291,True,2023.0,4.29,False,$30K-$60K,False
OUT0002292,STU002292,False,,,False,<$30K,False
OUT0002293,STU002293,True,2022.0,3.18,True,$60K-$100K,True
OUT0002294,STU002294,True,2020.0,4.75,True,$60K-$100K,True
OUT0002295,STU002295,False,,,True,$30K-$60K,False
OUT0002296,STU002296,False,,,False,<$30K,False
OUT0002297,STU002297,False,,,False,<$30K,False
OUT0002298,STU002298,True,2018.0,2.44,True,$60K-$100K,True
OUT0002299,STU002299,True,2019.0,3.53,True,<$30K,True
OUT0002300,STU002300,False,,,False,<$30K,False
OUT0002301,STU002301,True,2022.0,2.85,False,$30K-$60K,False
OUT0002302,STU002302,True,2023.0,5.46,True,>$100K,True
OUT0002303,STU002303,False,,,False,<$30K,False
OUT0002304,STU002304,True,2023.0,2.89,True,$30K-$60K,True
OUT0002305,STU002305,True,2020.0,2.32,True,$30K-$60K,True
OUT0002306,STU002306,False,,,True,$30K-$60K,False
OUT0002307,STU002307,True,2019.0,3.17,True,$60K-$100K,True
OUT0002308,STU002308,True,2024.0,4.17,False,$60K-$100K,False
OUT0002309,STU002309,True,2021.0,2.64,True,$60K-$100K,True
OUT0002310,STU002310,False,,,True,$30K-$60K,False
OUT0002311,STU002311,False,,,False,$30K-$60K,False
OUT0002312,STU002312,False,,,False,$30K-$60K,False
OUT0002313,STU002313,False,,,False,<$30K,False
OUT0002314,STU002314,True,2025.0,5.18,True,$30K-$60K,True
OUT0002315,STU002315,True,2018.0,3.81,True,<$30K,True
OUT0002316,STU002316,True,2020.0,2.6,False,<$30K,False
OUT0002317,STU002317,True,2025.0,5.02,True,$60K-$100K,True
OUT0002318,STU002318,True,2023.0,3.84,True,>$100K,True
OUT0002319,STU002319,False,,,False,<$30K,False
OUT0002320,STU002320,True,2021.0,2.62,True,$30K-$60K,True
OUT0002321,STU002321,True,2023.0,3.24,True,$60K-$100K,True
OUT0002322,STU002322,False,,,False,<$30K,False
OUT0002323,STU002323,False,,,True,$30K-$60K,False
OUT0002324,STU002324,False,,,True,<$30K,False
OUT0002325,STU002325,True,2028.0,5.47,True,<$30K,True
OUT0002326,STU002326,True,2018.0,4.61,False,<$30K,False
OUT0002327,STU002327,False,,,False,<$30K,False
OUT0002328,STU002328,True,2023.0,3.13,True,>$100K,True
OUT0002329,STU002329,False,,,False,<$30K,False
OUT0002330,STU002330,True,2021.0,2.49,False,$60K-$100K,False
OUT0002331,STU002331,True,2021.0,5.09,True,$30K-$60K,True
OUT0002332,STU002332,True,2021.0,3.89,True,$60K-$100K,True
OUT0002333,STU002333,False,,,True,<$30K,False
OUT0002334,STU002334,False,,,True,<$30K,False
OUT0002335,STU002335,True,2022.0,5.3,True,$30K-$60K,True
OUT0002336,STU002336,False,,,False,<$30K,False
OUT0002337,STU002337,True,2022.0,4.38,True,$60K-$100K,True
OUT0002338,STU002338,False,,,False,<$30K,False
OUT0002339,STU002339,True,2023.0,3.59,False,$60K-$100K,False
OUT0002340,STU002340,True,2024.0,3.08,False,<$30K,False
OUT0002341,STU002341,False,,,False,<$30K,False
OUT0002342,STU002342,True,2022.0,3.92,True,$60K-$100K,True
OUT0002343,STU002343,False,,,False,<$30K,False
OUT0002344,STU002344,False,,,False,<$30K,False
OUT0002345,STU002345,True,2022.0,2.87,False,$30K-$60K,False
OUT0002346,STU002346,True,2022.0,4.92,True,$30K-$60K,True
OUT0002347,STU002347,True,2022.0,2.0,True,$60K-$100K,True
OUT0002348,STU002348,True,2019.0,3.92,True,>$100K,True
OUT0002349,STU002349,False,,,True,$30K-$60K,False
OUT0002350,STU002350,False,,,False,$30K-$60K,False
OUT0002351,STU002351,True,2021.0,3.35,True,<$30K,True
OUT0002352,STU002352,False,,,False,<$30K,False
OUT0002353,STU002353,False,,,False,$30K-$60K,False
OUT0002354,STU002354,True,2022.0,1.81,True,$60K-$100K,True
OUT0002355,STU002355,False,,,True,<$30K,False
OUT0002356,STU002356,True,2025.0,3.83,False,$60K-$100K,False
OUT0002357,STU002357,True,2020.0,5.24,False,$30K-$60K,False
OUT0002358,STU002358,False,,,False,<$30K,False
OUT0002359,STU002359,False,,,False,<$30K,False
OUT0002360,STU002360,True,2024.0,3.84,True,$60K-$100K,True
OUT0002361,STU002361,False,,,False,$30K-$60K,False
OUT0002362,STU002362,True,2018.0,3.35,True,<$30K,True
OUT0002363,STU002363,False,,,False,$30K-$60K,False
OUT0002364,STU002364,True,2023.0,2.17,True,$60K-$100K,True
OUT0002365,STU002365,True,2019.0,3.4,False,$30K-$60K,False
OUT0002366,STU002366,True,2019.0,5.38,False,$30K-$60K,False
OUT0002367,STU002367,False,,,False,<$30K,False
OUT0002368,STU002368,True,2018.0,5.38,False,$30K-$60K,False
OUT0002369,STU002369,True,2018.0,5.27,False,$30K-$60K,False
OUT0002370,STU002370,True,2023.0,1.84,True,>$100K,True
OUT0002371,STU002371,False,,,False,$30K-$60K,False
OUT0002372,STU002372,True,2021.0,2.02,False,<$30K,False
OUT0002373,STU002373,True,2021.0,2.65,True,$30K-$60K,True
OUT0002374,STU002374,True,2022.0,3.0,False,$60K-$100K,False
OUT0002375,STU002375,True,2024.0,5.03,True,$60K-$100K,True
OUT0002376,STU002376,True,2024.0,1.93,False,<$30K,False
OUT0002377,STU002377,True,2018.0,3.25,True,$60K-$100K,True
OUT0002378,STU002378,True,2023.0,2.01,False,$60K-$100K,False
OUT0002379,STU002379,False,,,False,<$30K,False
OUT0002380,STU002380,False,,,False,<$30K,False
OUT0002381,STU002381,True,2019.0,2.93,True,$60K-$100K,True
OUT0002382,STU002382,False,,,False,<$30K,False
OUT0002383,STU002383,False,,,False,<$30K,False
OUT0002384,STU002384,True,2022.0,2.98,False,<$30K,False
OUT0002385,STU002385,True,2021.0,3.46,True,$30K-$60K,True
OUT0002386,STU002386,True,2024.0,2.87,True,$60K-$100K,True
OUT0002387,STU002387,True,2021.0,4.52,False,<$30K,False
OUT0002388,STU002388,True,2021.0,5.49,False,<$30K,False
OUT0002389,STU002389,True,2023.0,3.35,True,<$30K,True
OUT0002390,STU002390,True,2018.0,4.38,True,$30K-$60K,True
OUT0002391,STU002391,True,2019.0,5.01,True,$60K-$100K,True
OUT0002392,STU002392,True,2022.0,3.71,True,$30K-$60K,True
OUT0002393,STU002393,True,2021.0,3.21,True,$60K-$100K,True
OUT0002394,STU002394,False,,,False,<$30K,False
OUT0002395,STU002395,False,,,True,$30K-$60K,False
OUT0002396,STU002396,True,2023.0,5.47,True,$30K-$60K,True
OUT0002397,STU002397,False,,,False,<$30K,False
OUT0002398,STU002398,True,2021.0,4.58,False,$30K-$60K,False
OUT0002399,STU002399,True,2022.0,2.6,True,$30K-$60K,True
OUT0002400,STU002400,True,2026.0,3.65,True,$30K-$60K,True
OUT0002401,STU002401,False,,,False,<$30K,False
OUT0002402,STU002402,True,2018.0,3.92,True,$60K-$100K,True
OUT0002403,STU002403,False,,,False,<$30K,False
OUT0002404,STU002404,False,,,True,$30K-$60K,False
OUT0002405,STU002405,True,2021.0,2.1,True,<$30K,True
OUT0002406,STU002406,False,,,False,<$30K,False
OUT0002407,STU002407,True,2020.0,3.78,True,$30K-$60K,True
OUT0002408,STU002408,True,2020.0,2.7,True,$30K-$60K,True
OUT0002409,STU002409,True,2019.0,4.05,False,>$100K,False
OUT0002410,STU002410,False,,,True,<$30K,False
OUT0002411,STU002411,False,,,False,$30K-$60K,False
OUT0002412,STU002412,False,,,False,<$30K,False
OUT0002413,STU002413,True,2020.0,2.33,True,$30K-$60K,True
OUT0002414,STU002414,False,,,False,<$30K,False
OUT0002415,STU002415,False,,,True,<$30K,False
OUT0002416,STU002416,True,2021.0,4.88,False,$30K-$60K,False
OUT0002417,STU002417,False,,,False,<$30K,False
OUT0002418,STU002418,True,2018.0,2.59,True,$30K-$60K,True
OUT0002419,STU002419,True,2023.0,1.95,True,>$100K,True
OUT0002420,STU002420,True,2020.0,3.89,True,$60K-$100K,True
OUT0002421,STU002421,True,2022.0,2.28,True,$60K-$100K,True
OUT0002422,STU002422,True,2020.0,1.89,False,$60K-$100K,False
OUT0002423,STU002423,True,2022.0,1.9,True,<$30K,True
OUT0002424,STU002424,True,2025.0,3.67,True,$30K-$60K,True
OUT0002425,STU002425,True,2020.0,5.12,True,$30K-$60K,True
OUT0002426,STU002426,False,,,True,<$30K,False
OUT0002427,STU002427,False,,,False,<$30K,False
OUT0002428,STU002428,False,,,False,$30K-$60K,False
OUT0002429,STU002429,True,2024.0,1.91,True,$60K-$100K,True
OUT0002430,STU002430,True,2025.0,1.79,False,$60K-$100K,False
OUT0002431,STU002431,False,,,False,$30K-$60K,False
OUT0002432,STU002432,False,,,True,<$30K,False
OUT0002433,STU002433,True,2019.0,3.09,False,$30K-$60K,False
OUT0002434,STU002434,True,2019.0,3.21,False,<$30K,False
OUT0002435,STU002435,True,2021.0,3.48,False,$30K-$60K,False
OUT0002436,STU002436,True,2025.0,4.29,True,<$30K,True
OUT0002437,STU002437,True,2022.0,5.34,True,$60K-$100K,True
OUT0002438,STU002438,True,2021.0,2.22,False,$30K-$60K,False
OUT0002439,STU002439,False,,,True,<$30K,False
OUT0002440,STU002440,False,,,True,<$30K,False
OUT0002441,STU002441,True,2024.0,4.72,True,>$100K,True
OUT0002442,STU002442,True,2019.0,1.53,True,$60K-$100K,True
OUT0002443,STU002443,True,2022.0,5.39,True,$30K-$60K,True
OUT0002444,STU002444,False,,,True,<$30K,False
OUT0002445,STU002445,True,2020.0,1.52,True,<$30K,True
OUT0002446,STU002446,False,,,True,<$30K,False
OUT0002447,STU002447,True,2020.0,2.62,False,<$30K,False
OUT0002448,STU002448,False,,,False,<$30K,False
OUT0002449,STU002449,True,2022.0,2.02,True,$60K-$100K,True
OUT0002450,STU002450,True,2021.0,1.65,False,$30K-$60K,False
OUT0002451,STU002451,False,,,False,$30K-$60K,False
OUT0002452,STU002452,True,2025.0,2.31,True,$30K-$60K,True
OUT0002453,STU002453,False,,,False,<$30K,False
OUT0002454,STU002454,True,2024.0,2.09,True,$60K-$100K,True
OUT0002455,STU002455,False,,,False,<$30K,False
OUT0002456,STU002456,False,,,True,<$30K,False
OUT0002457,STU002457,True,2020.0,4.59,True,$30K-$60K,True
OUT0002458,STU002458,True,2023.0,5.08,False,<$30K,False
OUT0002459,STU002459,True,2022.0,4.99,True,$60K-$100K,True
OUT0002460,STU002460,False,,,False,<$30K,False
OUT0002461,STU002461,False,,,False,<$30K,False
OUT0002462,STU002462,True,2021.0,2.26,True,>$100K,True
OUT0002463,STU002463,True,2023.0,3.66,True,$30K-$60K,True
OUT0002464,STU002464,True,2025.0,2.12,False,$30K-$60K,False
OUT0002465,STU002465,True,2021.0,2.96,True,>$100K,True
OUT0002466,STU002466,False,,,True,$30K-$60K,False
OUT0002467,STU002467,False,,,True,<$30K,False
OUT0002468,STU002468,False,,,False,$30K-$60K,False
OUT0002469,STU002469,True,2024.0,4.3,True,<$30K,True
OUT0002470,STU002470,False,,,False,$30K-$60K,False
OUT0002471,STU002471,True,2022.0,4.86,False,$30K-$60K,False
OUT0002472,STU002472,True,2022.0,2.51,True,$30K-$60K,True
OUT0002473,STU002473,True,2022.0,3.02,True,$60K-$100K,True
OUT0002474,STU002474,True,2018.0,1.6,False,$30K-$60K,False
OUT0002475,STU002475,False,,,True,<$30K,False
OUT0002476,STU002476,True,2026.0,2.36,True,<$30K,True
OUT0002477,STU002477,True,2022.0,3.42,True,$60K-$100K,True
OUT0002478,STU002478,True,2019.0,5.1,True,$60K-$100K,True
OUT0002479,STU002479,False,,,True,$30K-$60K,False
OUT0002480,STU002480,False,,,True,$30K-$60K,False
OUT0002481,STU002481,False,,,True,<$30K,False
OUT0002482,STU002482,True,2018.0,3.73,True,>$100K,True
OUT0002483,STU002483,True,2023.0,2.71,True,$60K-$100K,True
OUT0002484,STU002484,True,2021.0,1.85,True,$60K-$100K,True
OUT0002485,STU002485,False,,,True,<$30K,False
OUT0002486,STU002486,True,2023.0,4.34,False,$30K-$60K,False
OUT0002487,STU002487,True,2023.0,3.69,False,$30K-$60K,False
OUT0002488,STU002488,False,,,True,$30K-$60K,False
OUT0002489,STU002489,True,2022.0,5.25,True,$30K-$60K,True
OUT0002490,STU002490,False,,,True,$30K-$60K,False
OUT0002491,STU002491,True,2018.0,5.08,True,$30K-$60K,True
OUT0002492,STU002492,True,2026.0,3.07,False,$30K-$60K,False
OUT0002493,STU002493,True,2025.0,2.06,True,<$30K,True
OUT0002494,STU002494,True,2018.0,3.93,True,$60K-$100K,True
OUT0002495,STU002495,True,2022.0,2.12,True,>$100K,True
OUT0002496,STU002496,False,,,False,<$30K,False
OUT0002497,STU002497,False,,,False,<$30K,False
OUT0002498,STU002498,True,2022.0,2.6,True,$30K-$60K,True
OUT0002499,STU002499,True,2022.0,4.5,False,>$100K,False
OUT0002500,STU002500,True,2019.0,1.68,True,$60K-$100K,True
OUT0002501,STU002501,True,2023.0,5.38,False,$30K-$60K,False
OUT0002502,STU002502,True,2022.0,2.24,True,<$30K,True
OUT0002503,STU002503,False,,,False,$30K-$60K,False
OUT0002504,STU002504,False,,,False,$30K-$60K,False
OUT0002505,STU002505,False,,,False,<$30K,False
OUT0002506,STU002506,True,2022.0,1.88,True,$30K-$60K,True
OUT0002507,STU002507,False,,,False,<$30K,False
OUT0002508,STU002508,False,,,False,$30K-$60K,False
OUT0002509,STU002509,True,2022.0,4.14,False,<$30K,False
OUT0002510,STU002510,False,,,False,<$30K,False
OUT0002511,STU002511,False,,,False,<$30K,False
OUT0002512,STU002512,True,2024.0,2.4,True,>$100K,True
OUT0002513,STU002513,False,,,False,<$30K,False
OUT0002514,STU002514,True,2024.0,5.0,False,$30K-$60K,False
OUT0002515,STU002515,True,2019.0,2.45,False,<$30K,False
OUT0002516,STU002516,True,2021.0,4.12,False,$60K-$100K,False
OUT0002517,STU002517,False,,,False,$30K-$60K,False
OUT0002518,STU002518,True,2019.0,3.52,False,$60K-$100K,False
OUT0002519,STU002519,True,2021.0,3.06,False,$30K-$60K,False
OUT0002520,STU002520,True,2022.0,1.74,False,$30K-$60K,False
OUT0002521,STU002521,True,2022.0,2.16,False,<$30K,False
OUT0002522,STU002522,False,,,False,<$30K,False
OUT0002523,STU002523,False,,,False,<$30K,False
OUT0002524,STU002524,True,2022.0,4.31,True,$30K-$60K,True
OUT0002525,STU002525,False,,,False,<$30K,False
OUT0002526,STU002526,False,,,False,<$30K,False
OUT0002527,STU002527,False,,,False,<$30K,False
OUT0002528,STU002528,True,2022.0,5.45,True,<$30K,True
OUT0002529,STU002529,True,2019.0,1.83,True,>$100K,True
OUT0002530,STU002530,True,2018.0,3.02,True,$60K-$100K,True
OUT0002531,STU002531,True,2025.0,2.49,False,<$30K,False
OUT0002532,STU002532,False,,,False,$30K-$60K,False
OUT0002533,STU002533,False,,,True,<$30K,False
OUT0002534,STU002534,False,,,False,<$30K,False
OUT0002535,STU002535,False,,,False,$30K-$60K,False
OUT0002536,STU002536,False,,,False,<$30K,False
OUT0002537,STU002537,True,2022.0,5.45,True,$60K-$100K,True
OUT0002538,STU002538,False,,,False,$30K-$60K,False
OUT0002539,STU002539,True,2022.0,2.24,False,>$100K,False
OUT0002540,STU002540,True,2020.0,4.61,False,$30K-$60K,False
OUT0002541,STU002541,False,,,False,<$30K,False
OUT0002542,STU002542,False,,,False,<$30K,False
OUT0002543,STU002543,False,,,True,<$30K,False
OUT0002544,STU002544,False,,,True,$30K-$60K,False
OUT0002545,STU002545,False,,,True,<$30K,False
OUT0002546,STU002546,False,,,False,$30K-$60K,False
OUT0002547,STU002547,False,,,False,$30K-$60K,False
OUT0002548,STU002548,False,,,True,$30K-$60K,False
OUT0002549,STU002549,False,,,False,<$30K,False
OUT0002550,STU002550,False,,,False,<$30K,False
OUT0002551,STU002551,True,2023.0,4.63,True,$30K-$60K,True
OUT0002552,STU002552,False,,,False,$30K-$60K,False
OUT0002553,STU002553,False,,,True,<$30K,False
OUT0002554,STU002554,True,2023.0,3.19,True,$60K-$100K,True
OUT0002555,STU002555,True,2019.0,2.97,True,$60K-$100K,True
OUT0002556,STU002556,False,,,False,$30K-$60K,False
OUT0002557,STU002557,True,2024.0,1.96,True,>$100K,True
OUT0002558,STU002558,True,2021.0,4.18,True,<$30K,True
OUT0002559,STU002559,True,2021.0,2.04,True,<$30K,True
OUT0002560,STU002560,True,2025.0,1.89,False,<$30K,False
OUT0002561,STU002561,False,,,False,<$30K,False
OUT0002562,STU002562,True,2023.0,4.55,True,$60K-$100K,True
OUT0002563,STU002563,True,2020.0,4.2,True,>$100K,True
OUT0002564,STU002564,True,2021.0,3.76,True,$60K-$100K,True
OUT0002565,STU002565,True,2023.0,1.64,True,$30K-$60K,True
OUT0002566,STU002566,False,,,False,$30K-$60K,False
OUT0002567,STU002567,True,2022.0,1.76,True,$60K-$100K,True
